action,reason,cluster_id,source_db,title,doi,matched_with_db,matched_with_title
MERGE,Exact title match,14,google_scholar,"Trimodal, uncertainty-guided whole-slide framework for genome-scale spatial expression and image-onl",,pubmed,"Trimodal, uncertainty-guided whole-slide framework for genome-scale spatial expression and image-onl"
NEW,No match found,436,google_scholar,Unbalanced Perturbation Dynamics For Cell Fate Design,,,
NEW,No match found,437,google_scholar,The Right Inductive Bias for the Job: Dependency-Aware Masking for Scientific Foundation Models,,,
NEW,No match found,438,google_scholar,SpatialFinder: a human-in-the-loop vision-language framework for prioritizing high-value regions in ,,,
NEW,No match found,439,google_scholar,Target identification and assessment in the era of AI,,,
NEW,No match found,440,google_scholar,CDBridge: A cross-omics post-training bridge strategy for context-aware biological modeling,,,
NEW,No match found,441,google_scholar,Applications of artificial intelligence in systemic lupus erythematosus: integrating multi-omics dat,,,
MERGE,Exact title match,273,google_scholar,PertReason: A Knowledge-Grounded Benchmark and Framework for Cell-State-Conditioned Mechanistic Reas,,arxiv,PertReason: A Knowledge-Grounded Benchmark and Framework for Cell-State-Conditioned Mechanistic Reas
NEW,No match found,442,google_scholar,Perturbdiff: Functional diffusion for single-cell perturbation modeling,,,
NEW,No match found,443,google_scholar,Predicting cellular electrophysiology with generative modeling,,,
NEW,No match found,444,google_scholar,BioXArena: Benchmarking LLM Agents on Multi-Modal Biomedical Machine Learning Tasks,,,
NEW,No match found,445,google_scholar,Precision Oncology: Multimodal and Multiscale Methods to Promote Mechanistic Understanding,,,
NEW,No match found,446,google_scholar,Progressive Multi-Agent Reasoning for Biological Perturbation Prediction,,,
NEW,No match found,447,google_scholar,SQUINT: Spatial Quantization for Understanding and IN-painting Tissues,,,
NEW,No match found,448,google_scholar,Benchmarking virtual cell models for in-the-wild perturbation response,,,
NEW,No match found,449,google_scholar,Modeling microenvironment trajectories on spatial transcriptomics with nicheflow,,,
NEW,No match found,450,google_scholar,cspray: Distributed Single Cell Transcriptome Analysis,,,
MERGE,Exact title match,36,google_scholar,ATACompass enables cross-species cell identity mapping for scATAC-seq without gene annotations,,scopus,ATACompass enables cross-species cell identity mapping for scATAC-seq without gene annotations
NEW,No match found,451,google_scholar,Coding agents author interpretable single-cell embedding models from the literature,,,
NEW,No match found,452,google_scholar,GATHER: Convergence-Centric Hyper-Entity Retrieval for Zero-Shot Cell-Type Annotation,,,
NEW,No match found,453,google_scholar,Data-quality-guided AI strategies for natural product drug discovery,,,
MERGE,Exact title match,228,google_scholar,Mixture-of-Residuals Meets LLM-Semantic Gene Conditioning: Interpretable Spatial Transcriptomic Pred,,semantic_scholar,Mixture-of-Residuals Meets LLM-Semantic Gene Conditioning: Interpretable Spatial Transcriptomic Pred
NEW,No match found,454,google_scholar,scSAID: A Comprehensive Cross-Species Single-Cell Skin Atlas Reveals Species-Specific Responses to P,,,
NEW,No match found,455,google_scholar,Computational strategies for cross-species knowledge transfer,,,
NEW,No match found,456,google_scholar,Empowering AI data scientists using a multi-agent LLM framework with self-evolving capabilities for ,,,
NEW,No match found,457,google_scholar,Fusing pixels and genes: Spatially-aware learning in computational pathology,,,
NEW,No match found,458,google_scholar,"Geneformer Parallel Adaptation, Training, and Optimization on MLU290",,,
NEW,No match found,459,google_scholar,Dissecting and directing pathology foundation models,,,
NEW,No match found,460,google_scholar,HyperMap: An Efficient Framework for Transferring Perturbation Responses Across Diverse Biological C,,,
NEW,No match found,461,google_scholar,CONSTRAINED LANGUAGE-GUIDED REFINEMENT FOR ZERO-SHOT SPATIAL ANNOTATION,,,
NEW,No match found,462,google_scholar,"A narrative review of the evolving role of language models in biomedicine: bridging text, omics, and",,,
NEW,No match found,463,google_scholar,Full‐Body AI Agent: A Perspective on Multi‐Scale Collaborative AI for Systemic Biology and Precision,,,
NEW,No match found,464,google_scholar,Toward generalizable and interpretable AI in regulatory genomics,,,
NEW,No match found,465,google_scholar,Exploring drug mechanisms through single‐cell proteomics,,,
NEW,No match found,466,google_scholar,NanoCortex: A Unified Agentic System for Nanopore Sequencing Analysis.,,,
NEW,No match found,467,google_scholar,OmicOS: A Comprehensive Omics Ecosystem Infrastructure and Agent System for the AI Era,,,
NEW,No match found,468,google_scholar,Application of deep learning in crop research: From genomics to phenomics,,,
NEW,No match found,469,google_scholar,Toward Interpretable and Generalizable AI in Regulatory Genomics,,,
NEW,No match found,470,google_scholar,Machine‐Guided Approaches for Synthetic Biology Part Design,,,
NEW,No match found,471,google_scholar,Multimodal 3D Genome Pre-training,,,
NEW,No match found,472,google_scholar,Beyond single-axis designs: multi-objective optimization for complex perturbation atlases,,,
NEW,No match found,473,google_scholar,The Role of Artificial Intelligence in Modern Biotechnology: A Comprehensive Review,,,
NEW,No match found,474,google_scholar,Retrieval-Augmented Generation for Predicting Cellular Responses to Gene Perturbation,,,
MERGE,Exact title match,271,google_scholar,"Evaluating agentic bioinformatics through function, evidence, and validation",,arxiv,"Evaluating Agentic Bioinformatics through Function, Evidence, and Validation"
NEW,No match found,475,google_scholar,Modeling Single-Cell Data via Self-Supervised Deep Learning,,,
NEW,No match found,476,google_scholar,Immune BioGraphy: A tale of graphical approaches in systems and virtual immunology,,,
NEW,No match found,477,google_scholar,CAUSALPERT: GROUNDING LLM HYPOTHESES IN REGULATORY NETWORKS FOR GENE PERTURBATION PREDICTION,,,
NEW,No match found,478,google_scholar,Advancing the modernization of traditional Chinese medicine through artificial intelligence and mult,,,
NEW,No match found,479,google_scholar,Harnessing AI to build virtual cells,,,
NEW,No match found,480,google_scholar,"Findings from Sparse Autoencoders for DNA Sequence Models: Motif Detectors, Reading-Frame Features, ",,,
NEW,No match found,481,google_scholar,spatiAlytica: Viewer-Grounded Multimodal Agentic System for Interactive Spatial Omics Analysis,,,
NEW,No match found,482,google_scholar,Beyond Prompt-Based Planning: MCP-Native Graph Planning-based Biomedical Agent System,,,
MERGE,Exact title match,13,google_scholar,Multimodal spatial omics: From data acquisition to computational integration,,pubmed,Multimodal spatial omics: From data acquisition to computational integration.
NEW,No match found,483,google_scholar,AI-empowered human microbiome research,,,
NEW,No match found,484,google_scholar,Towards Autonomous Mechanistic Reasoning in Virtual Cells,,,
NEW,No match found,485,google_scholar,Autoscientists: Self-organizing agent teams for long-running scientific experimentation,,,
NEW,No match found,486,google_scholar,Thematic Shifts in Early-High-Impact Cancer Genomics and Diagnostics Research: A Bibliometric and Se,,,
NEW,No match found,487,google_scholar,"Advancing Cancer Prognosis with Hierarchical Fusion of Genomic, Proteomic and Pathology Imaging Data",,,
NEW,No match found,488,google_scholar,HiST: A Hierarchical Sparse Transformer for Cross-Modal Spatial Transcriptomics Modeling,,,
NEW,No match found,489,google_scholar,Generative Distribution Embeddings: Lifting autoencoders to the space of distributions for multiscal,,,
NEW,No match found,490,google_scholar,Mitigating Batch Effects in Histopathology via Language-Mediated Robust Embedding Generation,,,
NEW,No match found,491,google_scholar,AI-Guided Systems Neurogenomics: Modelling Regulatory Network Instability in Neurodevelopmental Diso,,,
MERGE,Exact title match,33,google_scholar,Artificial intelligence in plant salt stress research: from predictive models to multi-omics integra,,scopus,Artificial intelligence in plant salt stress research: from predictive models to multi-omics integra
NEW,No match found,492,google_scholar,Vibe Medicine: Redefining Biomedical Research Through Human-AI Co-Work,,,
NEW,No match found,493,google_scholar,"AI for science: Progress, challenges, and perspectives",,,
NEW,No match found,494,google_scholar,CASCADE: An Agentic Regulatory Network Framework for Patient-Data-Validated Downstream Perturbation ,,,
NEW,No match found,495,google_scholar,"Contextualizing Biological Associations Across Genes, Cell Types, Species, and Evolution",,,
NEW,No match found,496,google_scholar,AI-Driven Drug Development in Immunological Disorders,,,
NEW,No match found,497,google_scholar,Learning adaptive perturbation-conditioned contexts for robust transcriptional response prediction,,,
NEW,No match found,498,google_scholar,SpatialQuery: scalable discovery and molecular characterization of multicellular motifs from spatial,,,
NEW,No match found,499,google_scholar,"The evolving role of artificial intelligence in ophthalmology: basic science, translation, and clini",,,
NEW,No match found,500,google_scholar,The Common Fund Data Ecosystem (CFDE),,,
NEW,No match found,501,google_scholar,From Algorithms to Ailments: AI in Innovative and Translational Healthcare,,,
NEW,No match found,502,google_scholar,Causality-Induced Positional Encoding for Transformer-Based Representation Learning of Non-Sequentia,,,
NEW,No match found,503,google_scholar,"Rethinking bioinformatics in liquid–liquid phase separation: data resources, predictive models, and ",,,
NEW,No match found,504,google_scholar,CountsDiff: A diffusion model on the natural numbers for generation and imputation of count-based da,,,
NEW,No match found,505,google_scholar,"Artificial intelligence‐powered plant phenomics: progress, challenges, and opportunities",,,
NEW,No match found,506,google_scholar,Pathology public datasets for artificial intelligence: a systematic review,,,
NEW,No match found,507,google_scholar,"Integrating host-microbiome multi-omics with machine learning: methods, benchmarks, and translationa",,,
NEW,No match found,508,google_scholar,Generative Sequence Models for Variant Effect Prediction,,,
NEW,No match found,509,google_scholar,Evolutionary trajectory and development landscape of digital life,,,
NEW,No match found,510,google_scholar,Mechanisms Matter: Transportability of Cellular Perturbation Effects,,,
NEW,No match found,511,google_scholar,Self supervised learning for in vivo localization of microelectrode arrays using raw local field pot,,,
NEW,No match found,512,google_scholar,Pathology Public Datasets for Artificial Intelligence: A Systematic,,,
NEW,No match found,513,google_scholar,Dental Research,,,
