record_id,old_configuration_id,current_configuration_id,mapping_status,supporting_primary_routes,mean_route_score,old_split_degree,current_merge_degree,old_route_count,current_route_count,old_lifecycle_phase,current_lifecycle_phase,old_task,current_task
july_update_2026-07-06__rec_000060,,config_e1ed7e5ce494,current_only_unmapped,0,,,,0,1,,evaluation,,"Given a cell's gene profile and tissue context (but without the disease label in the prompt), predict the disease state from 254 conditions-healthy cells are labelled 'normal.'"
july_update_2026-07-06__rec_000060,,config_f3ec4678f01d,current_only_unmapped,0,,,,0,1,,inference,,Example of single cell Perturbation LLM Query
july_update_2026-07-06__rec_000060,,config_f866c60e00af,current_only_unmapped,0,,,,0,1,,pretraining,,Cell Sentence Representation and Prompt Format
july_update_2026-07-06__rec_000060,config_47892b50ab4d,config_71003106a075,route_supported_mapping,1,0.694934,1,1,1,1,pretraining,pretraining,Stage I: Pretraining (KG-channel anchoring),Knowledge Graph Construction and Virtual-Token Injection
july_update_2026-07-06__rec_000060,config_769c034c0be8,config_b98b227a684d,route_supported_mapping,1,0.748857,1,1,2,2,fine_tuning,inference,"cell-type, tissue, and disease prediction prompts",Cell Sentence Representation and Prompt Format
july_update_2026-07-06__rec_000060,config_fa1d0d4d3f3f,config_a51477288467,route_supported_mapping,1,0.666193,1,1,3,3,fine_tuning,inference,D1 pre-treatment and D2 post-perturbation prediction,Task D1: Drug-Response Prediction (Tahoe-100M)
june_update_2026-06-10__rec_000121,config_092110ae9b75,config_092110ae9b75,stable_id,1,0.984615,1,1,1,1,pretraining,pretraining,RVQ-text paired descriptions spanning diverse linguistic registers,RVQ-text paired descriptions spanning diverse linguistic registers
june_update_2026-06-10__rec_000121,config_b7714aaf8697,config_b7714aaf8697,stable_id,1,0.970821,1,1,1,1,fine_tuning,fine_tuning,Population-level tasks,Population-level tasks
june_update_2026-06-10__rec_000121,config_beac415936bb,config_beac415936bb,stable_id,1,1.0,1,1,1,1,pretraining,pretraining,single-cell tasks,single-cell tasks
june_update_2026-06-10__rec_000121,config_c86edc520e6b,config_c86edc520e6b,stable_id,1,0.962609,1,1,1,1,fine_tuning,fine_tuning,constraint-conditioned rationale synthesis,constraint-conditioned rationale synthesis
june_update_2026-06-10__rec_000121,config_e2b3062a0099,config_e2b3062a0099,stable_id,2,1.0,1,1,2,2,fine_tuning,fine_tuning,student training,student training
june_update_2026-06-10__rec_000121,config_ec5b6d1b8e51,config_ec5b6d1b8e51,stable_id,1,0.969709,1,1,1,1,pretraining,pretraining,instruction-response format,instruction-response format
june_update_2026-06-10__rec_000133,,config_63689ed67983,current_only_unmapped,0,,,,0,1,,inference,,unconditional self-guided generation
june_update_2026-06-10__rec_000133,config_0ff265b8a019,config_6d80a87b5c59,route_supported_mapping,1,0.682559,1,1,1,1,evaluation,evaluation,in silico mutation scanning on protein-coding genes,in-silico mutation pipeline
june_update_2026-06-10__rec_000133,config_2eddde1e7c74,config_f6c8b0dac2f5,route_supported_mapping,1,0.85239,1,1,1,1,inference,inference,histone generation,"five major histone classes, H1, H2A, H2B, H3, and H4"
june_update_2026-06-10__rec_000133,config_64c430afc6b1,config_e1de6b1ebaa0,route_supported_mapping,1,0.747939,1,1,1,1,evaluation,evaluation,sequence-function semantic consistency evaluation with matched and mismatched annotations,matched and mismatched sequence-function pairings
june_update_2026-06-10__rec_000133,config_89b3d83bba0e,config_b3ee6cd40045,route_supported_mapping,1,0.848215,1,1,1,1,inference,inference,tRNA generation,61 tRNA prompt categories with different anti-codon
june_update_2026-06-10__rec_000133,config_8caa615b8401,,old_only_unmapped,0,,,,1,0,evaluation,,species-label perturbation analysis using pairwise PPL matrix,
june_update_2026-06-10__rec_000133,config_a3c38ce2a365,config_026e86537e4b,route_supported_mapping,1,0.681808,1,1,1,2,pretraining,pretraining,multimodal nucleotide pretraining corpus construction,multimodal nucleotide pretraining corpus
june_update_2026-06-10__rec_000133,config_b79f84373b6a,config_b79f84373b6a,stable_id,1,0.813516,1,1,1,1,inference,inference,species-specific generation,species-specific generation
june_update_2026-06-10__rec_000133,config_c21813ab6363,config_b60819476986,route_supported_mapping,1,0.676018,1,1,2,1,evaluation,evaluation,model embedding and phylogenetic representation analysis,incorrect species prompts
june_update_2026-06-10__rec_000133,config_d16d2422d2e2,config_4b97e93d59bf,route_supported_mapping,1,0.870601,1,1,1,1,inference,inference,rRNA generation,"different classes of ribosomal RNAs (rRNAs), including 5S, 5.8S, 18S, and 28S rRNAs"
june_update_2026-06-10__rec_000133,config_f2ac02c7b50b,config_06abbcccfa72,route_supported_mapping,1,0.727275,1,1,1,1,pretraining,pretraining,dynamic information-masking strategy during late pretraining,dynamic information-masking strategy during the later stage of training
june_update_2026-06-10__rec_000148,config_11db680d0ab7,config_9a3d22deffed,route_supported_mapping,1,0.795273,1,2,1,1,inference,evaluation,H&E-based pathology reasoning,H&E-only case-level pathology workflow
june_update_2026-06-10__rec_000148,config_4fd061d50fa7,,old_only_unmapped,0,,,,2,0,fine_tuning,,general text-only and general vision-language data retained at low proportion,
june_update_2026-06-10__rec_000148,config_581a8be9ef3f,config_1fff1f8ba2ec,route_supported_mapping,1,0.761,1,1,4,2,evaluation,evaluation,spatial domain recognition,"image-only, gene-only or joint image-gene input"
june_update_2026-06-10__rec_000148,config_5d3238e617ac,,old_only_unmapped,0,,,,1,0,evaluation,,zero-shot histopathological classification,
june_update_2026-06-10__rec_000148,config_6695f2bab278,config_7602ba38914a,route_supported_mapping,1,0.730973,1,1,1,1,pretraining,pretraining,image-text pretraining,Stage I: histology-text alignment
june_update_2026-06-10__rec_000148,config_69d73ef22d7d,,old_only_unmapped,0,,,,1,0,unclear,,"a language-centred multimodal foundation model that unifies histology, spatial gene expression, and natural language within a shared token space",
june_update_2026-06-10__rec_000148,config_76a8ce8693ea,config_b78e26b4d1c2,route_supported_mapping,1,0.706277,1,1,1,1,evaluation,inference,"zero-shot, closed-set evaluation across four public H&E benchmarks",zero-shot histopathological classification
june_update_2026-06-10__rec_000148,config_76d1d94582d2,config_76d1d94582d2,stable_id,0,,1,1,1,1,evaluation,evaluation,transcriptome-to-language generation,Transcriptome-to-language generation
june_update_2026-06-10__rec_000148,config_9a3d22deffed,config_9a3d22deffed,stable_id,0,,1,2,1,1,evaluation,evaluation,H&E-only case-level pathology workflow,H&E-only case-level pathology workflow
june_update_2026-06-10__rec_000148,config_a0e1310c2cc0,config_a0e1310c2cc0,stable_id,1,0.825345,1,1,2,1,fine_tuning,fine_tuning,PathVQA,PathVQA
june_update_2026-06-10__rec_000148,config_adc0cf6fb64c,config_aaa9b7224fe0,route_supported_mapping,1,0.734739,1,1,1,1,fine_tuning,fine_tuning,gene-text alignment,Stage II: gene-text alignment
june_update_2026-06-10__rec_000148,config_d9a65c5cd717,config_7cc664b41139,route_supported_mapping,2,0.729752,1,1,2,2,fine_tuning,fine_tuning,tri-modal alignment,Stage III: tri-modal alignment
june_update_2026-06-10__rec_000148,config_f896d11c7f04,config_7a0bdd4743ab,route_supported_mapping,1,0.807429,1,1,1,1,evaluation,evaluation,spatial gene expression prediction,histology-based gene expression prediction
june_update_2026-06-10__rec_000152,,config_55e2545e3917,current_only_unmapped,0,,,,0,1,,pretraining,,train the histopathology image foundation model
june_update_2026-06-10__rec_000152,,config_d24ed576ac3c,current_only_unmapped,0,,,,0,1,,fine_tuning,,align a trainable histopathology foundation model and a parameter-frozen ST foundation model using paired image and gene expression data
june_update_2026-06-10__rec_000152,config_05b21a0a7253,config_f2771616bab5,route_supported_mapping,1,0.739252,1,1,1,1,evaluation,inference,simultaneously predict both ST and SP distributions from the same histopathological image input,simultaneously predict both ST and SP distributions from the same histopathological image input
june_update_2026-06-10__rec_000152,config_1ea6c08aa1f4,,old_only_unmapped,0,,,,1,0,pretraining,,train the histopathology image foundation model,
june_update_2026-06-10__rec_000152,config_3d522b04fe04,,old_only_unmapped,0,,,,1,0,fine_tuning,,benchmarking against other methods on HEST-1k-PRAD,
june_update_2026-06-10__rec_000152,config_5c63b1ca51e4,,old_only_unmapped,0,,,,1,0,evaluation,,spatial transcriptomics prediction from H&E images on HEST-1k-ccRCC and HEST-1k-PRAD,
june_update_2026-06-10__rec_000152,config_7406e2e15cba,,old_only_unmapped,0,,,,1,0,fine_tuning,,benchmarking against other methods on HEST-1k-ccRCC,
june_update_2026-06-10__rec_000152,config_7d9c5e5f682f,config_acf5a1faab6f,route_supported_mapping,1,0.693455,1,1,1,1,evaluation,inference,cross-dataset generalization on the independent IDCLymphNode dataset,predict the omics expression for each spot using the spatial context information
june_update_2026-06-10__rec_000152,config_8fef28485aea,,old_only_unmapped,0,,,,1,0,pretraining,,contrastive learning on paired H&E-spatial transcriptomics samples,
june_update_2026-06-10__rec_000152,config_a36d3fb8b1f5,config_b0977a74f5e5,route_supported_mapping,1,0.827012,1,1,1,1,evaluation,inference,predict ST across time in the Human Thymus Spatial Atlas,predict ST across time
june_update_2026-06-10__rec_000152,config_dd63029fad7b,config_9e3419b50d4a,route_supported_mapping,1,0.787904,1,1,1,1,evaluation,inference,3D construction of ST for the entire tissue,"predict spatial gene expression across sections, allowing a three-dimensional construction"
june_update_2026-06-10__rec_000152,config_e000159c2e07,config_7a9090c449be,route_supported_mapping,1,0.76437,1,1,1,1,fine_tuning,fine_tuning,encode the transcriptomics features,align a trainable histopathology foundation model and a parameter-frozen ST foundation model using paired image and gene expression data
june_update_2026-06-10__rec_000194,,config_4e7c6fdf224a,current_only_unmapped,0,,,,0,3,,pretraining,,modality-specific text alignment and information extraction
june_update_2026-06-10__rec_000194,config_0817cabcec36,config_0817cabcec36,stable_id,3,0.741795,1,1,4,3,pretraining,pretraining,generative variant annotation,generative variant annotation
june_update_2026-06-10__rec_000194,config_49c787f23069,,old_only_unmapped,0,,,,1,0,inference,,AlphaGenome predictions were generated for reference and alternate alleles of each OpenTargets SNV,
june_update_2026-06-10__rec_000246,,config_0724ff4ba9ee,current_only_unmapped,0,,,,0,1,,fine_tuning,,natural-language graph-reasoning tasks over biological interaction networks and gene program annotations
june_update_2026-06-10__rec_000246,,config_0ba2f8168249,current_only_unmapped,0,,,,0,1,,fine_tuning,,explicit gene tokens
june_update_2026-06-10__rec_000246,,config_6263b435eb71,current_only_unmapped,0,,,,0,1,,fine_tuning,,description-of-sample prompt with top-gene prediction
june_update_2026-06-10__rec_000246,,config_b1b8b58d8467,current_only_unmapped,0,,,,0,1,,evaluation,,GEO-OmicsQA multi-sample biological question answering
june_update_2026-06-10__rec_000246,,config_b465f476a320,current_only_unmapped,0,,,,0,1,,fine_tuning,,"protein function, localization, and keyword annotations for protein QA tasks"
june_update_2026-06-10__rec_000246,config_32b394d575c0,config_8a7edf2a02d0,route_supported_mapping,1,0.727842,1,1,1,1,fine_tuning,fine_tuning,single-cell and bulk transcriptomic profiles as a continuous modality,multi-task instruction-tuning corpus
june_update_2026-06-10__rec_000246,config_3603e93f5018,config_0591e3c83efd,route_supported_mapping,1,0.651828,1,1,1,1,fine_tuning,fine_tuning,"protein questions covering subcellular locations, protein functions, and enzymatic properties","cell-line genomics, disease, lineage, transformant, and similarity tasks"
june_update_2026-06-10__rec_000246,config_74f007627c1b,,old_only_unmapped,0,,,,1,0,fine_tuning,,"graph reachability, shortest paths, pathway completion, gene-set enrichment",
june_update_2026-06-10__rec_000246,config_7fa8bf6eb5a4,,old_only_unmapped,0,,,,1,0,fine_tuning,,multiple biological samples interleaved in one prompt,
june_update_2026-06-10__rec_000246,config_8dfb03df08d3,config_8dfb03df08d3,stable_id,1,0.774581,1,1,1,1,fine_tuning,fine_tuning,standardized conversational format via a dynamic templating engine,standardized conversational format via a dynamic templating engine
june_update_2026-06-10__rec_000248,,config_f14ba9f518fd,current_only_unmapped,0,,,,0,1,,fine_tuning,,generate comprehensive and accurate natural language descriptions of single cells
june_update_2026-06-10__rec_000248,config_2ad4dfe15af4,,old_only_unmapped,0,,,,1,0,unclear,,We construct a large-scale multimodal dataset that pairs single-cell gene expression profiles with natural language descriptions to enable cross-modal learning between genomic data and biological knowledge.,
june_update_2026-06-10__rec_000248,config_6cff37ac480b,,old_only_unmapped,0,,,,2,0,fine_tuning,,full fine-tuning on the Meta-Llama-3.2-1B-Instruct model,
june_update_2026-06-10__rec_000248,config_c7daaa33ea9c,config_a236036d3438,route_supported_mapping,1,0.744695,1,1,2,1,fine_tuning,fine_tuning,full fine-tuning on the Gemma3-4B-it model,specific instruction-following prompt structure
june_update_2026-06-10__rec_000248,config_f379419a0759,,old_only_unmapped,0,,,,2,0,fine_tuning,,supervised fine-tuning using LoRA on the Meta-Llama-3.2-1B-Instruct model,
june_update_2026-06-10__rec_000350,,config_4c8e5313c27b,current_only_unmapped,0,,,,0,3,,evaluation,,instructionformatted Cell/Mol/Structure prompts
june_update_2026-06-10__rec_000350,,config_4d04e10669d4,current_only_unmapped,0,,,,0,1,,fine_tuning,,general
june_update_2026-06-10__rec_000350,,config_771430a5d03e,current_only_unmapped,0,,,,0,1,,evaluation,,raw DNA and protein strings
june_update_2026-06-10__rec_000350,config_1da89243e9a7,config_73024cae174e,route_supported_mapping,1,0.734626,1,2,1,7,pretraining,pretraining,instruction replay,CPT corpus
june_update_2026-06-10__rec_000350,config_2e0bc2d31689,config_09422b5ee812,route_supported_mapping,6,0.671139,2,1,7,6,fine_tuning,fine_tuning,Bio-SFT v2,OmniGene-SFT-v1 data assembly
june_update_2026-06-10__rec_000350,config_2e0bc2d31689,config_a4c451f9f087,route_supported_mapping,1,0.705255,2,2,7,2,fine_tuning,fine_tuning,Bio-SFT v2,Bio-SFT v3 remote-homology ablation
june_update_2026-06-10__rec_000350,config_566b27df1673,config_a4c451f9f087,route_supported_mapping,1,0.771489,1,2,1,2,fine_tuning,fine_tuning,Bio-SFT v3 (remote-augmented),Bio-SFT v3 remote-homology ablation
june_update_2026-06-10__rec_000350,config_6b16acf14ec5,config_00b7c42248ff,route_supported_mapping,1,0.755382,1,1,1,1,evaluation,evaluation,BixBench Knowledge,BixBench Knowledge
june_update_2026-06-10__rec_000350,config_73024cae174e,config_73024cae174e,stable_id,6,0.768518,1,2,6,7,pretraining,pretraining,CPT corpus,CPT corpus
june_update_2026-06-10__rec_000350,config_ac4fa5ec84a7,config_b416d8e878f8,route_supported_mapping,1,0.730472,1,1,1,1,evaluation,evaluation,Remote homology,Remote homology
june_update_2026-06-10__rec_000350,config_d67f2001953c,config_75f5d99b2c82,route_supported_mapping,1,0.741308,1,1,1,1,evaluation,evaluation,Standard homology,Standard homology
