cluster_id,title,doi,preprint_doi,pmid,arxiv_id,url,year,venue,abstract,sources,deepseek_current_rep1,deepseek_current_rep2,gpt_oss_current_rep1,gpt_oss_current_rep2,nemotron_current_rep1,nemotron_current_rep2_partial
171,Deep Learning-Based Multimodal Prediction of NAC Response in LARC by Integrating MRI and Proteomics.,10.4143/crt.2025.707,,40907572.0,,,2025.0,Cancer research and treatment,"Purpose
Locally advanced rectal cancer (LARC) exhibits significant heterogeneity in response to neoadjuvant chemotherapy (NAC), with poor responders facing delayed treatment and unnecessary toxicity. Although MRI provides spatial pathophysiological information and proteomics reveals molecular mechanisms, current single-modal approaches cannot integrate these complementary perspectives, resulting in limited predictive accuracy and biological insight.


Materials and Methods
This retrospective study developed a multimodal deep learning framework using a cohort of 274 LARC patients treated with NAC (2012-2021). Graph neural networks analyzed proteomic profiles from FFPE tissues, incorporating KEGG/GO pathways and PPI networks, while a spatially enhanced 3D ResNet152 processed T2WI. A LightGBM classifier integrated both modalities with clinical features using zero-imputation for missing data. Model performance was assessed through AUC-ROC, decision curve analysis, and interpretability techniques (SHAP and Grad-CAM).


Results
The integrated model achieved superior NAC response prediction (test AUC 0.828, sensitivity 0.875, specificity 0.750), significantly outperforming single-modal approaches (MRI ΔAUC +0.109; proteomics ΔAUC +0.125). SHAP analysis revealed MRI-derived features contributed 57.7% of predictive power, primarily through peritumoral stromal heterogeneity quantification. Proteomics identified 10 key chemoresistance proteins, including CYBA, GUSB, ATP6AP2, DYNC1I2, DAD1, ACOX1, COPG1, FBP1, DHRS7, and SSR3. Decision curve analysis confirmed clinical utility across threshold probabilities (0-0.75).


Conclusion
Our study established a novel MRI-proteomics integration framework for NAC response prediction, with MRI defining spatial resistance patterns and proteomics deciphering molecular drivers, enabling early organ preservation strategies. The zero-imputation design ensured deplorability in diverse clinical settings.","['pubmed', 'semantic_scholar']",EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN
176,scELMo: Embeddings from Language Models are Good Learners for Single-cell Data Analysis.,10.1101/2023.12.07.569910,,40894586.0,,,2025.0,bioRxiv : the preprint server for biology,"Various Foundation Models (FMs) have been built based on the pre-training and fine-tuning framework to analyze single-cell data with different degrees of success. In this manuscript, we propose a method named scELMo (Single-cell Embedding from Language Models), to analyze single-cell data that utilizes Large Language Models (LLMs) as a generator for both the description of metadata information and the embeddings for such descriptions. We combine the embeddings from LLMs with the raw data under the zero-shot learning framework to further extend its function by using the fine-tuning framework to handle different tasks. We demonstrate that scELMo is capable of cell clustering, batch effect correction, and cell-type annotation without training a new model. Moreover, the fine-tuning framework of scELMo can help with more challenging tasks including in-silico treatment analysis or modeling perturbation. scELMo has a lighter structure and lower requirements for resources. Our method also outperforms recent large-scale FMs (such as scGPT [1], Geneformer [2]) and other LLM-based single-cell data analysis pipelines (such as GenePT [3] and GPTCelltype [4]) based on our evaluations, suggesting a promising path for developing domain-specific FMs.","['biorxiv_medrxiv', 'google_scholar', 'pubmed', 'semantic_scholar']",EXCLUDE,EXCLUDE,INCLUDE,INCLUDE,EXCLUDE,EXCLUDE
181,scOTM: A Deep Learning Framework for Predicting Single-Cell Perturbation Responses with Large Language Models.,10.3390/bioengineering12080884,,40868397.0,,,2025.0,"Bioengineering (Basel, Switzerland)","Modeling drug-induced transcriptional responses at the single-cell level is essential for advancing human healthcare, particularly in understanding disease mechanisms, assessing therapeutic efficacy, and anticipating adverse effects. However, existing approaches often impose a rigid constraint by enforcing pointwise alignment of latent representations to a standard normal prior, which limits expressiveness and results in biologically uninformative embeddings, especially in complex biological systems. Additionally, many methods inadequately address the challenges of unpaired data, typically relying on naive averaging strategies that ignore cell-type specificity and intercellular heterogeneity. To overcome these limitations, we propose scOTM, a deep learning framework designed to predict single-cell perturbation responses from unpaired data, focusing on generalization to unseen cell types. scOTM integrates prior biological knowledge of perturbations and cellular states, derived from large language models specialized for molecular and single-cell corpora. These informative representations are incorporated into a variational autoencoder with maximum mean discrepancy regularization, allowing flexible modeling of transcriptional shifts without imposing a strict constraint of alignment to a standard normal prior. scOTM further employs optimal transport to establish an efficient and interpretable mapping between control and perturbed distributions, effectively capturing the transcriptional shifts underlying response variation. Extensive experiments demonstrate that scOTM outperforms existing methods in predicting whole-transcriptome responses and identifying top differentially expressed genes. Furthermore, scOTM exhibits superior robustness in data-limited settings and strong generalization capabilities across cell types.","['google_scholar', 'pubmed', 'scopus', 'semantic_scholar']",EXCLUDE,EXCLUDE,INCLUDE,INCLUDE,EXCLUDE,EXCLUDE
203,Cross-level Cross-Scale Inference and Imputation of Single-cell Spatial Proteomics.,10.21203/rs.3.rs-7108570/v1,,40766228.0,,,2025.0,Research square,"Abstract High-throughput single-cell and spatial omics technologies have transformed biological research. Despite these advances, reliably identifying the molecular drivers and their interplays across biological levels and scales remains a significant challenge. Current experimental methods are limited by batch effects, the lack of simultaneous multi-modal measurements in individual cells, limited coverage of measured proteins, poor generalization to unseen conditions, and insufficient spatial context at a single-cell resolution. To overcome these challenges, we introduce scProSpatial, a unified, multi-modal, multi-scale deep learning framework designed to infer and impute high fidelity single-cell spatial proteomics from scRNA-seqs. Through comprehensive evaluations, scProSpatial accurately predicts spatial abundances of proteins in the absence of shared transcriptomics features, expands protein coverages by 50 times, and generalizes robustly to out-of-distribution scenarios. A case study in metastatic breast cancer further illustrates its utility, demonstrating scProSpatial’s potential to drive cross-level, cross-scale multi-omics integration and analysis and reveal deeper insights into complex biological systems.","['biorxiv_medrxiv', 'pubmed', 'semantic_scholar']",EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN
214,"A generalized and efficient approach for complete mRNA design improves translation, stability and specificity.",10.1101/2025.06.17.659751,,40667082.0,,,2025.0,bioRxiv : the preprint server for biology,"End-to-end, machine-learning based design of mRNA molecules offers a powerful means to tailor their properties for specific tasks. mRNA expression level, immunogenicity, tissue specificity, stability, and localization, among others strongly depend on sequence, thus providing a rich set of properties amenable to optimization. Despite this potential, the various components of mRNA are governed by distinct grammatical and functional rules that hinder the development of a unified algorithmic approach for complete mRNA design. While machine learning and generative AI techniques demonstrate substantial benefits for individual sequence design tasks, adapting these tools to new domains or out-of-distribution tasks remains challenging. In this work, we describe a simple and powerful alteration to integrated gradients (",['pubmed'],EXCLUDE,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE
230,A Deep Learning Methodology for Screening New Natural Therapeutic Candidates for Pharmacological Cardioversion and Anticoagulation in the Treatment and Management of Atrial Fibrillation.,10.3390/biomedicines13061323,,40564042.0,,,2025.0,Biomedicines,"Background: The treatment and management of atrial fibrillation poses substantial complexity. A delicate balance in the trade-off between the minimising risk of stroke without increasing the risk of bleeding through anticoagulant optimisations. Natural compounds are often associated with low-toxicity effects, and their effects on atrial fibrillation have yet to be fully understood. Whilst deep learning (a subtype of machine learning that uses multiple layers of artificial neural networks) methods may be useful for drug compound interaction and discovery analysis, graphical processing units (GPUs) are expensive and often required for deep learning. Furthermore, in limited-resource settings, such as low- and middle-income countries, such technology may not be easily available. Objectives: This study aims to discover the presence of any new therapeutic candidates from a large set of natural compounds that may support the future treatment and management of atrial fibrillation anywhere using a low-cost technique. The objective is to develop a deep learning approach under a low-resource setting where suitable high-performance NVIDIA graphics processing units (GPUs) are not available and to apply to atrial fibrillation as a case study. Methods: The primary training dataset is the MINER-DTI dataset from the BIOSNAP collection. It includes 13,741 DTI pairs from DrugBank, 4510 drug compounds, and 2181 protein targets. Deep cross-modal attention modelling was developed and applied. The Database of Useful Decoys (DUD-E) was used to fine-tune the model using contrastive learning. This application and evaluation of the model were performed on the natural compound NPASS 2018 dataset as well as a dataset curated by a clinical pharmacist and a clinical scientist. Results: the new model showed good performance when compared to existing state-of-the-art approaches under low-resource settings in both the validation set (PR AUC: 0.8118 vs. 0.7154) and test set (PR AUC: 0.8134 vs. 0.7206). Tenascin-C (TNC; NPC306696) and deferoxamine (NPC262615) were identified as strong natural compound interactors of the arrhythmogenic targets ADRB1 and HCN1, respectively. A strong natural compound interactor of the bleeding-related target Factor X was also identified as sequoiaflavone (NPC194593). Conclusions: This study presented a new high-performing model under low-resource settings that identified new natural therapeutic candidates for pharmacological cardioversion and anticoagulation.","['pubmed', 'scopus']",EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN
237,A multimodal fusion system predicting survival benefits of immune checkpoint inhibitors in unresectable hepatocellular carcinoma.,10.1038/s41698-025-00979-6,,40517171.0,,,2025.0,NPJ precision oncology,"Early identification of unresectable hepatocellular carcinoma (HCC) patients who may benefit from immune checkpoint inhibitors (ICIs) is crucial for optimizing outcomes. Here, we developed a multimodal fusion (MMF) system integrating CT-derived deep learning features and clinical data to predict overall survival (OS) and progression-free survival (PFS). Using retrospective multicenter data ( n  = 859), the MMF combining an ensemble deep learning (Ensemble-DL) model with clinical variables achieved strong external validation performance (C-index: OS = 0.74, PFS = 0.69), outperforming radiomics (29.8% OS improvement), mRECIST (27.6% OS improvement), clinical benchmarks (C-index: OS = 0.67, p  = 0.0011; PFS = 0.65, p  = 0.033), and Ensemble-DL (C-index: OS = 0.69, p  = 0.0028; PFS = 0.66, p  = 0.044). The MMF system effectively stratified patients across clinical subgroups and demonstrated interpretability through activation maps and radiomic correlations. Differential gene expression analysis revealed enrichment of the PI3K/Akt pathway in patients identified by the MMF system. The MMF system provides an interpretable, clinically applicable approach to guide personalized ICI treatment in unresectable HCC.","['pubmed', 'scopus', 'semantic_scholar', 'springernature']",EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN,EXCLUDE
255,"Perceptions, Attitudes, and Concerns on Artificial Intelligence Applications in Patients with Cancer.",10.1177/10732748251343245,,40407404.0,,,2025.0,Cancer control : journal of the Moffitt Cancer Center,"IntroductionThe use of artificial intelligence (AI) in oncology has increased rapidly, transforming various healthcare areas such as pathology, radiology, diagnostics, prognosis, genomics, treatment planning, and clinical trials. However, perspectives, comfort levels, and concerns about AI in cancer care remain largely unexplored.Materials and MethodsThis prospective, descriptive cross-sectional survey study was conducted between May 20, 2024 and October 22, 2024, among 363 patients with cancer from two different hospitals affiliated with Ankara University, a tertiary care center in Türkiye. The survey included three distinct sections: (1) Perceptions: Patients' general views on AI's impact in oncology; (2) Attitudes: Comfort level with AI performing medical tasks; (3) Concerns: Specific fears related to AI implementation (eg, diagnostic errors, data privacy, healthcare costs). Survey responses were summarized descriptively, and differences by age, gender, and education were analyzed using chi-square tests.ResultsA majority (50.7%) believed AI would somewhat (32%) or significantly (18.7%) improve healthcare. However, one-third of patients (33.1%) were very uncomfortable with AI diagnosing cancer, with higher discomfort among less-educated participants (","['pubmed', 'scopus']",UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
270,Stereopy: modeling comparative and spatiotemporal cellular heterogeneity via multi-sample spatial transcriptomics.,10.1038/s41467-025-58079-9,,40258830.0,,,2025.0,Nature communications,"Understanding complex biological systems requires tracing cellular dynamic changes across conditions, time, and space. However, integrating multi-sample data in a unified way to explore cellular heterogeneity remains challenging. Here, we present Stereopy, a flexible framework for modeling and dissecting comparative and spatiotemporal patterns in multi-sample spatial transcriptomics with interactive data visualization. To optimize this framework, we devise a universal container, a scope controller, and an integrative transformer tailored for multi-sample multimodal data storage, management, and processing. Stereopy showcases three representative applications: investigating specific cell communities and genes responsible for pathological changes, detecting spatiotemporal gene patterns by considering spatial and temporal features, and inferring three-dimensional niche-based cell-gene interaction network that bridges intercellular communications and intracellular regulations. Stereopy serves as both a comprehensive bioinformatics toolbox and an extensible framework that empowers researchers with enhanced data interpretation abilities and new perspectives for mining multi-sample spatial transcriptomics data. Tracing cellular changes in complex biological systems is challenging. Here, authors present a flexible framework that integrates multi-sample data with in-house algorithms to infer comparative and spatiotemporal cell-gene patterns, advancing understanding of cellular dynamics.","['pubmed', 'scopus', 'semantic_scholar', 'springernature']",EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN
287,A novel integrative multimodal classifier to enhance the diagnosis of Parkinson's disease.,10.1093/bib/bbaf088,,40062615.0,,,2025.0,Briefings in bioinformatics,"Parkinson's disease (PD) is a complex, progressive neurodegenerative disorder with high heterogeneity, making early diagnosis difficult. Early detection and intervention are crucial for slowing PD progression. Understanding PD's diverse pathways and mechanisms is key to advancing knowledge. Recent advances in noninvasive imaging and multi-omics technologies have provided valuable insights into PD's underlying causes and biological processes. However, integrating these diverse data sources remains challenging, especially when deriving meaningful low-level features that can serve as diagnostic indicators. This study developed and validated a novel integrative, multimodal predictive model for detecting PD based on features derived from multimodal data, including hematological information, proteomics, RNA sequencing, metabolomics, and dopamine transporter scan imaging, sourced from the Parkinson's Progression Markers Initiative. Several model architectures were investigated and evaluated, including support vector machine, eXtreme Gradient Boosting, fully connected neural networks with concatenation and joint modeling (FCNN_C and FCNN_JM), and a multimodal encoder-based model with multi-head cross-attention (MMT_CA). The MMT_CA model demonstrated superior predictive performance, achieving a balanced classification accuracy of 97.7%, thus highlighting its ability to capture and leverage cross-modality inter-dependencies to aid predictive analytics. Furthermore, feature importance analysis using SHapley Additive exPlanations not only identified crucial diagnostic biomarkers to inform the predictive models in this study but also holds potential for future research aimed at integrated functional analyses of PD from a multi-omics perspective, ultimately revealing targets required for precision medicine approaches to aid treatment of PD aimed at slowing down its progression.","['pubmed', 'scopus']",EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN,EXCLUDE
292,Multimodal Nanoplasmonic and Fluorescence Imaging for Simultaneous Monitoring of Single-Cell Secretory and Intracellular Dynamics.,10.1002/advs.202415808,,40042114.0,,,2025.0,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)","Current imaging technologies are limited in their capability to simultaneously capture intracellular and extracellular dynamics in a spatially and temporally resolved manner. This study presents a multimodal imaging system that integrates nanoplasmonic sensing with multichannel fluorescence imaging to concomitantly analyze intracellular and extracellular processes in space and time at the single-cell level. Utilizing a highly sensitive gold nanohole array biosensor, the system provides label-free and real-time monitoring of extracellular secretion, while implementing nanoplasmonic-compatible multichannel fluorescence microscopy enables to visualize the interconnected intracellular activities. Combined with deep-learning-assisted image processing, this integrated approach allows multiparametric and simultaneous study of various cellular constituents in hundreds of individual cells with subcellular spatial and minute-level temporal resolution over extended periods of up to 20 h. The system's utility is demonstrated by characterizing a range of secreted biomolecules and fluorescence toolkits across three distinct applications: visualization of secretory behaviors along with subcellular organelles and metabolic processes, concurrent monitoring of protein expression and secretion, and assessment of cell cycle phases alongside their corresponding secretory profiles. By offering comprehensive insights, the multifunctional approach is expected to enhance holistic readouts of biological systems, facilitating new discoveries in both fundamental and translational sciences.","['pubmed', 'scopus', 'semantic_scholar']",UNCERTAIN,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE
305,A multi-modal transformer for cell type-agnostic regulatory predictions.,10.1016/j.xgen.2025.100762,,39884279.0,,,2025.0,Cell genomics,"Sequence-based deep learning models have emerged as powerful tools for deciphering the cis-regulatory grammar of the human genome but cannot generalize to unobserved cellular contexts. Here, we present EpiBERT, a multi-modal transformer that learns generalizable representations of genomic sequence and cell type-specific chromatin accessibility through a masked accessibility-based pre-training objective. Following pre-training, EpiBERT can be fine-tuned for gene expression prediction, achieving accuracy comparable to the sequence-only Enformer model, while also being able to generalize to unobserved cell states. The learned representations are interpretable and useful for predicting chromatin accessibility quantitative trait loci (caQTLs), regulatory motifs, and enhancer-gene links. Our work represents a step toward improving the generalization of sequence-based deep neural networks in regulatory genomics.","['pubmed', 'scopus']",EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN,EXCLUDE
323,EpiGePT: a pretrained transformer-based language model for context-specific human epigenomics.,10.1186/s13059-024-03449-7,,39696471.0,,,2024.0,Genome biology,"{'h1': 'Abstract', 'p': 'The inherent similarities between natural language and biological sequences have inspired the use of large language models in genomics, but current models struggle to incorporate chromatin interactions or predict in unseen cellular contexts. To address this, we propose EpiGePT, a transformer-based model designed for predicting context-specific human epigenomic signals. By incorporating transcription factor activities and 3D genome interactions, EpiGePT outperforms existing methods in epigenomic signal prediction tasks, especially in cell-type-specific long-range interaction predictions and genetic variant impacts, advancing our understanding of gene regulation. A free online prediction service is available at http://health.tsinghua.edu.cn/epigept .'}","['pubmed', 'semantic_scholar', 'springernature']",EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN,EXCLUDE
337,Toden-E: Topology-Based and Density-Based Ensembled Clustering for the Development of Super-PAG in Functional Genomics using PAG Network and LLM.,10.1101/2024.10.20.619308,,39484450.0,,,2024.0,bioRxiv : the preprint server for biology,"The integrative analysis of gene sets, networks, and pathways is pivotal for deciphering omics data in translational biomedical research. To significantly increase gene coverage and enhance the utility of pathways, annotated gene lists, and gene signatures from diverse sources, we introduced pathways, annotated gene lists, and gene signatures (PAGs) enriched with metadata to represent biological functions. Furthermore, we established PAG-PAG networks by leveraging gene member similarity and gene regulations. However, in practice, high similarity in functional descriptions or gene membership often leads to redundant PAGs, hindering the interpretation from a fuzzy enriched PAG list. In this study, we developed todenE (topology-based and density-based ensemble) clustering, pioneering in integrating topology-based and density-based clustering methods to detect PAG communities leveraging the PAG network and Large Language Models (LLM). In computational genomics annotation, the genes can be grouped/clustered through the gene relationships and gene functions via guilt by association. Similarly, PAGs can be grouped into higher-level clusters, forming concise functional representations called Super-PAGs. TodenE captures PAG-PAG similarity and encapsulates functional information through LLM, in characterizing network-based functional Super-PAGs. In synthetic data, we introduced a metric called the Disparity Index (DI), measuring the connectivity of gene neighbors to gauge clusterability. We compared multiple clustering algorithms to identify the best method for generating performance-driven clusters. In non-simulated data (Gene Ontology), by leveraging transfer learning and LLM, we formed a language-based similarity embedding. TodenE utilizes this embedding together with the topology-based embedding to generate putative Super-PAGs with superior performance in semantic and gene member inclusiveness.","['biorxiv_medrxiv', 'pubmed', 'semantic_scholar']",EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN,EXCLUDE,EXCLUDE
